-0.017515268,-0.307438104,0.272407568
-0.039867484,-0.469605613,0.389870646
0.001694321,-0.547884745,0.551273387
0.349253282,-0.292298257,0.990804822
0.52254498,-0.156206275,1.201296235
0.676280403,-0.04949059,1.402051395
0.792543452,0.033544486,1.551542419
0.844517752,0.058345727,1.630689778
0.860752498,0.060445672,1.661059324
0.856711662,0.054667336,1.658755989
0.827832977,0.03518563,1.620480323
0.788479735,0.016285923,1.560673548
0.744403681,0.001511589,1.487295774
0.697262925,-0.010621754,1.405147605
0.651613535,-0.017413745,1.320640815
0.609212662,-0.019692264,1.238117588
0.570380163,-0.01910754,1.159867867
0.53577262,-0.016157751,1.08770299
0.505147304,-0.011832354,1.022126961
0.477891583,-0.006877448,0.962660615
